Make,Number.of.Engines,Weather.Condition,Broad.phase.of.flight,total_passengers,injury_rate,is_destroyed,Make_Model
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172S
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-18-150
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA32-301FT
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 150J
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 177
Grumman,2,VMC,,2.0,0.0,0.0,Grumman — G-21A
Piper,1,VMC,,2.0,1.0,0.0,Piper — J3-C65
Cessna,1,VMC,,3.0,0.0,0.0,Cessna — 210G
Boeing,,VMC,,146.0,0.0410958904109589,0.0,Boeing — B757-200
Beech,2,IMC,,4.0,0.0,0.0,Beech — C90-1
Raytheon Aircraft Company,2,IMC,,6.0,1.0,0.0,Raytheon Aircraft Company — C90A
Cessna,2,IMC,,2.0,1.0,1.0,Cessna — 525
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 152
Cirrus,1,VMC,,2.0,1.0,1.0,Cirrus — SR22
Bellanca,1,VMC,,1.0,0.0,0.0,Bellanca — 17-30A
Cessna,2,IMC,,4.0,1.0,1.0,Cessna — 340A
De Havilland,2,VMC,,22.0,0.045454545454545456,,De Havilland — DHC-8-202
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172S
Boeing,2,,,0.0,,,Boeing — 737
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-32R-301T
Cessna,1,IMC,,1.0,1.0,1.0,Cessna — 210
De Havilland,1,VMC,,1.0,0.0,0.0,De Havilland — DHC-2
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172S
Piper,,VMC,,1.0,0.0,0.0,Piper — PA-28-161
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — C-172RG
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 207
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — TR182
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 172SP
Cessna,1,IMC,,1.0,1.0,0.0,Cessna — 140
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 172RG
Piper,2,VMC,,2.0,0.0,0.0,Piper — PA-44-180
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 152
Piper,2,VMC,,3.0,1.0,0.0,Piper — PA-44-180
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 140
Piper,1,VMC,,3.0,0.0,0.0,Piper — PA-28-140
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 177RG
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-28-235
Piper,1,VMC,,1.0,0.0,0.0,Piper — J3C-65
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — P210N
Maule,1,VMC,,1.0,0.0,0.0,Maule — M-7-235
Beech,1,VMC,,1.0,0.0,0.0,Beech — 23
Boeing,,,,55.0,0.0,,Boeing — 737-217
Maule,1,VMC,,1.0,0.0,0.0,Maule — M-7-260C
Boeing,,,,73.0,0.0,,Boeing — B737-300
Cessna,2,,,1.0,1.0,0.0,Cessna — 310N
Beech,,VMC,,2.0,0.0,,Beech — 1900D
Beech,1,VMC,,2.0,0.0,0.0,Beech — A45
Piper,,,,1.0,1.0,1.0,Piper — PA-28R-200
Piper,2,VMC,,1.0,1.0,1.0,Piper — PA-23-250
Boeing,,,,39.0,0.0,0.0,Boeing — 737-500
Cessna,2,VMC,,2.0,0.0,0.0,Cessna — 425
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 182
Piper,,VMC,,4.0,0.5,0.0,Piper — PA-18
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172P
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 305-A
Embraer,2,VMC,,53.0,0.0,,Embraer — EMB-145LR
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172S
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 182K
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 150G
Cessna,2,IMC,,2.0,1.0,1.0,Cessna — 414A
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA-22
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA-32-300
Embraer,2,VMC,,132.0,0.0,0.0,Embraer — ERJ170
McDonnell Douglas,2,VMC,,148.0,0.0,0.0,McDonnell Douglas — MD-88
Cessna,,VMC,,3.0,1.0,1.0,Cessna — 650
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 140
Piper,2,VMC,,2.0,0.0,0.0,Piper — PA-30
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172N
Aviat,1,VMC,,1.0,0.0,0.0,Aviat — A-1B
Beech,,VMC,,2.0,0.5,1.0,Beech — 95-55
Raytheon Aircraft Company,2,IMC,,20.0,0.15,0.0,Raytheon Aircraft Company — 1900D
Beech,1,IMC,,2.0,1.0,0.0,Beech — A36
Cessna,1,VMC,,2.0,0.5,0.0,Cessna — 210
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 140
Boeing,2,IMC,,103.0,0.0,,Boeing — 737-700
Boeing,2,VMC,,142.0,0.04225352112676056,,Boeing — 737-300
Boeing,2,VMC,,403.0,0.0,0.0,Boeing — 777-2Q8
Piper,1,VMC,,3.0,0.0,0.0,Piper — PA 32-300
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 180
Beech,1,VMC,,2.0,0.0,0.0,Beech — A36
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 210L
Cessna,1,VMC,,1.0,1.0,0.0,Cessna — 170B
Cessna,,VMC,,6.0,1.0,1.0,Cessna — 210M
Cessna,1,VMC,,3.0,0.6666666666666666,0.0,Cessna — 177B
Piper,2,VMC,,2.0,0.0,0.0,Piper — PA-44-180
Mooney,1,VMC,,3.0,1.0,1.0,Mooney — M20C
Piper,,VMC,,0.0,,0.0,Piper — PA-34-200
Beech,2,VMC,,1.0,0.0,0.0,Beech — B-55
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 170B
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-28-161
Boeing,2,IMC,,244.0,0.0,0.0,Boeing — 737-3H4
Cessna,1,VMC,,3.0,0.0,0.0,Cessna — 172
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 172SP
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 140
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-22-135
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 182Q
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA-38-112
North American,1,VMC,,1.0,0.0,0.0,North American — T-28D
Raytheon Aircraft Company,1,VMC,,2.0,0.5,0.0,Raytheon Aircraft Company — B36TC
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172N
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA-28-161
Boeing,,,,54.0,0.0,,Boeing — 737-217
Cessna,2,VMC,,5.0,1.0,1.0,Cessna — 500
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA-18-150
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA-28R-200
Cessna,1,VMC,,3.0,0.0,0.0,Cessna — 185
Maule,1,VMC,,3.0,0.0,0.0,Maule — M-4
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA24-260
Maule,1,VMC,,2.0,0.0,0.0,Maule — MT-7-235
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 182
Maule,1,VMC,,3.0,0.0,0.0,Maule — M-4
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-24
Cessna,1,VMC,,2.0,0.5,0.0,Cessna — 172M
Cessna,2,VMC,,2.0,0.0,0.0,Cessna — 525B
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172N
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172R
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA-22
Boeing,,,,0.0,,,Boeing — 737-400
Cessna,1,IMC,,2.0,1.0,1.0,Cessna — T210M
Cessna,2,VMC,,1.0,0.0,0.0,Cessna — 402C
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 180
Cessna,1,IMC,,3.0,0.6666666666666666,0.0,Cessna — 180
Cessna,1,VMC,,1.0,1.0,0.0,Cessna — 172M
Cessna,1,VMC,,4.0,1.0,0.0,Cessna — 172
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 150F
Air Tractor,1,VMC,,1.0,0.0,0.0,Air Tractor — AT602
Stinson,1,VMC,,1.0,1.0,0.0,Stinson — 108
Beech,1,VMC,,4.0,0.0,0.0,Beech — C23
Cessna,,,,2.0,0.0,0.0,Cessna — 550
Air Tractor,1,VMC,,1.0,1.0,0.0,Air Tractor — AT-301
Cirrus,1,VMC,,2.0,1.0,1.0,Cirrus — SR22
Cessna,2,VMC,,4.0,0.0,0.0,Cessna — 402B
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-28-181
Cessna,1,VMC,,2.0,1.0,,Cessna — 182B
Mooney,1,VMC,,2.0,1.0,1.0,Mooney — M20C
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 150
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-28-181
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172R
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-25-260
Cessna,1,VMC,,2.0,1.0,0.0,Cessna — 150L
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 180H
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 180H
Cirrus,1,VMC,,1.0,1.0,0.0,Cirrus — SR22
Piper,2,VMC,,1.0,0.0,0.0,Piper — PA-31-350
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA32
Beech,2,VMC,,6.0,0.0,0.0,Beech — F90
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 210N
Beech,2,VMC,,2.0,1.0,0.0,Beech — BE-76
Cessna,1,VMC,,1.0,1.0,0.0,Cessna — 206
Boeing,,,,0.0,,,Boeing — 737-800
Piper,2,VMC,,2.0,0.0,0.0,Piper — PA-44-180
Maule,1,VMC,,2.0,0.0,0.0,Maule — M-8-235
Piper,1,VMC,,4.0,0.0,0.0,Piper — PA32-301FT
Boeing,,VMC,,180.0,0.0,0.0,Boeing — 757-200
Piper,2,VMC,,1.0,0.0,1.0,Piper — PA-34-200T
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 180
Mooney,1,VMC,,2.0,1.0,0.0,Mooney — M20C
Boeing,,,,0.0,,0.0,Boeing — 747-400
Piper,1,VMC,,1.0,1.0,0.0,Piper — PA 28-161
Grumman,1,VMC,,1.0,1.0,0.0,Grumman — G-164A
Ayres,1,VMC,,1.0,0.0,0.0,Ayres — S2R-600
Piper,2,VMC,,2.0,0.0,0.0,Piper — PA-34-200T
Piper,1,VMC,,1.0,1.0,0.0,Piper — PA-28-181
Raytheon Aircraft Company,2,VMC,,13.0,0.0,0.0,Raytheon Aircraft Company — 1900D
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 182
Air Tractor,1,VMC,,1.0,0.0,0.0,Air Tractor — AT-301
Cessna,2,VMC,,9.0,0.0,0.0,Cessna — 402
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 172R
Boeing,2,VMC,,118.0,0.0,0.0,Boeing — 737-524
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-28-150
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-28R-201
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA24-260
Beech,1,VMC,,1.0,1.0,0.0,Beech — F33A
Piper,,IMC,,5.0,1.0,1.0,Piper — PA-46-350P
Cessna,1,VMC,,3.0,0.0,0.0,Cessna — P210N
Boeing,,,,0.0,,,Boeing — 777-300ER
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 182A
Piper,1,VMC,,4.0,0.0,0.0,Piper — PA-32-260
Cessna,,VMC,,5.0,1.0,1.0,Cessna — 500
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 180K
Airbus,2,,,0.0,,0.0,Airbus — A321-231
Piper,1,IMC,,1.0,1.0,0.0,Piper — PA-32
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 152
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-22
Beech,2,VMC,,2.0,1.0,0.0,Beech — 95-B55
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-22/20
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA-28-140
Cessna,2,VMC,,2.0,0.0,0.0,Cessna — 750
Raytheon Aircraft Company,2,IMC,,2.0,0.0,0.0,Raytheon Aircraft Company — B300
Piper,1,VMC,,1.0,1.0,0.0,Piper — PA-28-236
Piper,,,,0.0,,0.0,Piper — PA-32R-300
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 170B
Luscombe,1,VMC,,2.0,0.5,0.0,Luscombe — 8A
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — P210N
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — C-182
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA-28-180
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 152
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172S
Boeing,2,IMC,,148.0,0.006756756756756757,,Boeing — 737-823
Piper,1,VMC,,1.0,1.0,0.0,Piper — PA-28-161
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 177RG
Piper,1,VMC,,2.0,0.0,0.0,Piper — J3C-65
Cessna,,VMC,,6.0,1.0,1.0,Cessna — U206C
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 185
Grumman,2,VMC,,9.0,0.8888888888888888,0.0,Grumman — G-21A
Cessna,1,VMC,,2.0,1.0,0.0,Cessna — 172K
North American,1,VMC,,2.0,0.5,0.0,North American — T-28C
Piper,1,VMC,,1.0,1.0,0.0,Piper — PA-18-150
Cessna,2,VMC,,1.0,0.0,0.0,Cessna — 310Q
Cessna,2,VMC,,2.0,0.0,0.0,Cessna — 310Q
Cessna,1,VMC,,3.0,0.0,0.0,Cessna — 182N
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-28-151
Maule,1,VMC,,3.0,0.0,0.0,Maule — M-5-235C
Piper,1,VMC,,2.0,0.5,0.0,Piper — PA-28-161
Embraer,2,IMC,,1.0,0.0,0.0,Embraer — EMB-110P1
Piper,1,VMC,,1.0,1.0,0.0,Piper — J5A
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 172S
Cessna,,VMC,,4.0,1.0,0.0,Cessna — 182
Boeing,1,VMC,,2.0,0.5,0.0,Boeing — E75N1
Cessna,1,VMC,,2.0,0.5,0.0,Cessna — 152K
Cessna,2,VMC,,4.0,0.0,0.0,Cessna — 560XL
McDonnell Douglas,,,,94.0,0.031914893617021274,1.0,McDonnell Douglas — DC-9-51
Cessna,1,VMC,,2.0,0.5,0.0,Cessna — 150L
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172
Piper,2,VMC,,2.0,0.5,0.0,Piper — PA-30
Piper,2,VMC,,2.0,0.0,0.0,Piper — PA-23-160
Air Tractor,1,VMC,,1.0,1.0,1.0,Air Tractor — AT-602
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 182P
Piper,1,VMC,,3.0,0.3333333333333333,1.0,Piper — PA-28-181
Cessna,1,VMC,,2.0,1.0,0.0,Cessna — 150J
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-22-150
Beech,2,VMC,,2.0,0.0,0.0,Beech — 95-B55
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 172P
Piper,1,VMC,,4.0,0.0,0.0,Piper — PA-32-260
Cessna,2,VMC,,4.0,0.0,0.0,Cessna — 510
Cessna,1,VMC,,7.0,0.2857142857142857,1.0,Cessna — P206
Cessna,1,VMC,,4.0,0.0,0.0,Cessna — 172R
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-28-235
North American,1,VMC,,1.0,0.0,0.0,North American — T-6G
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — C175A
Beech,1,VMC,,2.0,0.0,0.0,Beech — C-23
Air Tractor,1,VMC,,1.0,0.0,0.0,Air Tractor — AT-602
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA-28-180
Beech,1,VMC,,1.0,0.0,0.0,Beech — C23
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172S
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 182T
Beech,1,VMC,,2.0,0.0,0.0,Beech — G35
Boeing,4,,,5.0,0.0,0.0,Boeing — 747
Cessna,1,VMC,,2.0,0.5,0.0,Cessna — 172L
Cessna,1,VMC,,3.0,0.0,0.0,Cessna — 180
Cirrus,1,VMC,,3.0,1.0,1.0,Cirrus — SR22
Piper,1,VMC,,4.0,0.0,0.0,Piper — PA-46-350P
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-18
Piper,,VMC,,3.0,1.0,0.0,Piper — PA-46-350P
Champion,1,VMC,,2.0,0.0,0.0,Champion — 7KCAB
Piper,1,VMC,,2.0,0.5,0.0,Piper — PA-28-140
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 180
Bombardier Inc,2,IMC,,80.0,0.0,,Bombardier Inc — CL600-2D24
Aviat,1,VMC,,2.0,0.5,0.0,Aviat — A-1C-200
Cessna,2,VMC,,3.0,0.0,0.0,Cessna — 421C
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 182
Aeronca,1,VMC,,1.0,0.0,0.0,Aeronca — 15AC
Cessna,,,,2.0,1.0,1.0,Cessna — U206
Beech,2,VMC,,6.0,0.0,0.0,Beech — C90
Air Tractor,1,VMC,,1.0,0.0,0.0,Air Tractor — AT-402
Cessna,1,VMC,,3.0,0.0,0.0,Cessna — T210N
Bellanca,1,VMC,,2.0,0.0,0.0,Bellanca — 7GCBC
Cessna,1,VMC,,4.0,0.0,0.0,Cessna — 185E
Mooney,1,VMC,,1.0,1.0,0.0,Mooney — M20J
Mooney,1,IMC,,2.0,1.0,1.0,Mooney — M20M
Air Tractor,1,VMC,,1.0,0.0,0.0,Air Tractor — AT-502
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 182D
Boeing,3,,,0.0,,0.0,Boeing — MD-11
Cessna,1,IMC,,2.0,0.5,0.0,Cessna — 172F
Beech,2,VMC,,2.0,0.0,0.0,Beech — 76
Piper,,,,3.0,1.0,1.0,Piper — PA-31-310
Mooney,1,VMC,,1.0,0.0,0.0,Mooney — M20E
De Havilland,1,VMC,,8.0,0.0,0.0,De Havilland — DHC-3
Cessna,2,VMC,,6.0,0.0,0.0,Cessna — 560XL
Piper,1,VMC,,4.0,0.25,0.0,Piper — PA-32-300
Cessna,,,,0.0,,1.0,Cessna — T310Q
Piper,1,VMC,,3.0,0.3333333333333333,0.0,Piper — PA-28-160
Luscombe,1,VMC,,1.0,0.0,0.0,Luscombe — 8A
Beech,,,,20.0,1.0,1.0,Beech — 1900C
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 175A
Cessna,,,,6.0,1.0,,Cessna — C-310Q
Stinson,1,VMC,,1.0,1.0,0.0,Stinson — 108-3
Bellanca,1,VMC,,1.0,0.0,0.0,Bellanca — 14-13-3A
Piper,1,VMC,,1.0,1.0,0.0,Piper — PA-22-108
Cessna,1,VMC,,6.0,0.8333333333333334,1.0,Cessna — 172N
Beech,1,VMC,,3.0,1.0,0.0,Beech — A35
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 172M
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — A185F
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 172
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 177
Grumman,1,VMC,,2.0,1.0,0.0,Grumman — AA-5A
North American,1,VMC,,1.0,1.0,0.0,North American — SNJ-5
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 182H
Piper,1,VMC,,1.0,1.0,0.0,Piper — PA-25-235
Piper,1,VMC,,1.0,1.0,0.0,Piper — PA-25-235
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 185
Champion,1,VMC,,1.0,0.0,0.0,Champion — 7ECA
Grumman,1,VMC,,1.0,0.0,0.0,Grumman — G-164
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 152
Beech,2,VMC,,2.0,0.0,0.0,Beech — 65-A90
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 182L
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 152
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 172SP
Cessna,1,VMC,,2.0,0.5,0.0,Cessna — 182
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-28-181
Piper,1,VMC,,1.0,1.0,0.0,Piper — PA-32R-300
Cessna,1,VMC,,1.0,1.0,0.0,Cessna — C-210
Cessna,,VMC,,4.0,0.0,0.0,Cessna — 172M
Maule,1,VMC,,2.0,0.0,0.0,Maule — M-5-235C
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-36
Cessna,1,VMC,,2.0,1.0,0.0,Cessna — 140
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 208B
Beech,1,VMC,,2.0,0.0,0.0,Beech — B19
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172
Cessna,1,VMC,,3.0,1.0,0.0,Cessna — T182T
Piper,2,VMC,,3.0,0.0,0.0,Piper — PA-34
Beech,,VMC,,2.0,0.5,0.0,Beech — BE-77
De Havilland,1,VMC,,2.0,0.0,0.0,De Havilland — DHC-2
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 172H
De Havilland,1,VMC,,3.0,0.0,0.0,De Havilland — DHC-2
Piper,1,VMC,,2.0,1.0,0.0,Piper — PA-28-140
Piper,1,IMC,,2.0,1.0,1.0,Piper — PA-32-260
Beech,1,IMC,,2.0,1.0,1.0,Beech — V35
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 150M
Piper,2,VMC,,2.0,0.0,0.0,Piper — PA-30
Cessna,1,VMC,,3.0,0.0,0.0,Cessna — 172A
Cessna,,VMC,,1.0,0.0,0.0,Cessna — T188C
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 172 M
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 150
Air Tractor,1,VMC,,1.0,1.0,0.0,Air Tractor — AT-502B
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 182P
Stinson,1,VMC,,3.0,0.0,0.0,Stinson — 108-3
Cessna,1,VMC,,1.0,1.0,0.0,Cessna — 210L
Cessna,1,VMC,,6.0,0.8333333333333334,1.0,Cessna — T210N
Beech,2,VMC,,3.0,0.0,0.0,Beech — B200
Air Tractor,1,VMC,,1.0,0.0,0.0,Air Tractor — 401-0860
De Havilland,1,VMC,,5.0,1.0,0.0,De Havilland — DHC-2 MK I
Cessna,1,VMC,,7.0,0.0,0.0,Cessna — P206A
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 172P
Dehavilland,1,VMC,,1.0,0.0,1.0,Dehavilland — DH112 VENOM
Beech,1,VMC,,2.0,0.0,0.0,Beech — B-23
Cessna,2,VMC,,4.0,0.5,0.0,Cessna — 337A
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-22-135
Cessna,2,VMC,,2.0,0.0,0.0,Cessna — 421
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-18
Boeing,,VMC,,5.0,0.0,0.0,Boeing — B727-200F
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA-28R-180
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — CE-172M
Bellanca,1,IMC,,2.0,0.0,0.0,Bellanca — 7GCBC
McDonnell Douglas,3,VMC,,162.0,0.024691358024691357,,McDonnell Douglas — DC10
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172N
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 150H
Boeing,3,,,0.0,,0.0,Boeing — MD-11F
Cessna,1,VMC,,1.0,1.0,0.0,Cessna — 172M
Boeing,,,,0.0,,0.0,Boeing — 737-217
Beech,1,VMC,,4.0,1.0,1.0,Beech — V35B
Beech,2,IMC,,1.0,1.0,1.0,Beech — 1900C
Cessna,1,VMC,,3.0,0.0,0.0,Cessna — 172M
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — P210N
Maule,1,IMC,,2.0,0.5,0.0,Maule — MX-7-235
Piper,2,VMC,,2.0,0.0,0.0,Piper — PA-34-200T
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172N
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172S
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172P
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-28-161
Beech,1,VMC,,4.0,0.0,0.0,Beech — A36
Piper,1,VMC,,5.0,1.0,0.0,Piper — PA-32-260
Piper,,VMC,,2.0,1.0,1.0,Piper — PA-46-350P
Cessna,2,VMC,,2.0,1.0,1.0,Cessna — 310Q
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA-20
Boeing,1,VMC,,2.0,1.0,0.0,Boeing — A75N1
Boeing,,,,5.0,0.0,1.0,Boeing — B747-200
Cessna,1,VMC,,4.0,0.0,0.0,Cessna — 182D
Aeronca,1,VMC,,2.0,0.5,0.0,Aeronca — 7AC
Ayres,1,VMC,,1.0,0.0,0.0,Ayres — S-2R
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172N
Ayres,1,VMC,,1.0,0.0,0.0,Ayres — S2R-T34
Embraer,2,VMC,,25.0,0.0,,Embraer — 140
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172M
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — T182T
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-18-150
Cessna,1,VMC,,1.0,1.0,0.0,Cessna — 150M
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172M
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-28-161
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 180
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — CE-152
Cessna,,VMC,,3.0,0.0,0.0,Cessna — 206F
Cessna,1,VMC,,2.0,1.0,0.0,Cessna — 172R
Piper,1,VMC,,2.0,1.0,0.0,Piper — PA28
Piper,1,VMC,,1.0,0.0,0.0,Piper — J3C-65
Aero Commander,2,VMC,,2.0,0.0,0.0,Aero Commander — 690A
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 150
Piper,1,VMC,,4.0,0.5,0.0,Piper — PA-28-235
Piper,1,VMC,,1.0,1.0,0.0,Piper — PA-18-135
Aviat,1,VMC,,2.0,0.0,0.0,Aviat — A-1B
Piper,2,VMC,,2.0,0.0,0.0,Piper — SENECA
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 208B
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 172H
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-28-140
Beech,2,VMC,,3.0,0.0,0.0,Beech — E-18
Piper,1,IMC,,1.0,0.0,0.0,Piper — PA-28-161
Aero Commander,2,VMC,,7.0,0.0,0.0,Aero Commander — 500-B
Cessna,2,VMC,,2.0,0.5,0.0,Cessna — 421C
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-28-181
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA-22-135
Socata,1,VMC,,3.0,1.0,0.0,Socata — TBM 700 (850)
Piper,1,VMC,,1.0,1.0,0.0,Piper — PA-28R-201T
Luscombe,1,VMC,,2.0,0.0,0.0,Luscombe — 8A
Cessna,1,VMC,,1.0,1.0,0.0,Cessna — 172C
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172P
Beech,2,VMC,,1.0,0.0,0.0,Beech — BE-58
